alert_rank,record_id,reporting_date,programme_name,sector,state,lga,community,achievement_rate,predicted_risk,probability_high,forecast_available,predicted_next_achievement_rate,forecast_status,predicted_anomaly,anomaly_score,risk_component_score,forecast_component_score,anomaly_component_score,early_warning_score,early_warning_priority,warning_signal_count,signal_agreement,primary_driver,secondary_driver,tertiary_driver,strongest_protective_signal,priority_message,integrated_investigation_guidance,review_status,forecast_context,decision_use
300,ES-000187,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 6,0.7076,Medium,0.0032078940890046,True,0.7181327508518154,Watch,0,-0.109243563872412,50.0,50.0,0.0,40.0,Medium,2,Multiple Signals,Supply delay,Elevated complaints,Low achievement,Strong activity completion,Risk: Medium | Forecast: Watch | Anomaly: No alert,"Review procurement, logistics and supply-chain bottlenecks. | Review feedback and complaint records for recurring operational issues. | Review progress against targets and identify implementation bottlenecks.",Monitor and review,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
301,ES-004570,2026-02-01,Education Access Project,Education,Borno,Gwoza,Gwoza Site 5,0.6575,Medium,0.002916550294895,True,0.669145555140522,Watch,0,-0.2063354819909115,50.0,50.0,0.0,40.0,Medium,2,Multiple Signals,Low achievement,Access constraints,Elevated complaints,Limited supply delay,Risk: Medium | Forecast: Watch | Anomaly: No alert,"Review progress against targets and identify implementation bottlenecks. | Review access, movement and operational constraints affecting delivery. | Review feedback and complaint records for recurring operational issues.",Monitor and review,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
302,ES-006811,2026-03-01,WASH Resilience Initiative,WASH,Borno,Mafa,Mafa Site 3,0.6967,Medium,0.0026590443215493,True,0.6912381793881482,Watch,0,-0.2231178536060162,50.0,50.0,0.0,40.0,Medium,2,Multiple Signals,Low activity completion,Low achievement,Lower data quality,Limited supply delay,Risk: Medium | Forecast: Watch | Anomaly: No alert,"Review delayed or incomplete activities and implementation constraints. | Review progress against targets and identify implementation bottlenecks. | Validate source data, completeness and reporting quality.",Monitor and review,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
303,ES-006523,2026-03-01,WASH Resilience Initiative,WASH,Borno,Jere,Jere Site 6,0.7022,Medium,0.0024844476224382,True,0.711770167549786,Watch,0,-0.2136920599179556,50.0,50.0,0.0,40.0,Medium,2,Multiple Signals,Access constraints,Reporting delay,Low achievement,Limited supply delay,Risk: Medium | Forecast: Watch | Anomaly: No alert,"Review access, movement and operational constraints affecting delivery. | Validate reporting timeliness and follow up on delayed field submissions. | Review progress against targets and identify implementation bottlenecks.",Monitor and review,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
304,ES-002620,2026-04-01,Livelihood Recovery Initiative,Livelihoods,Borno,Ngala,Ngala Site 4,0.6984,Medium,0.0024188226503104,True,0.69493483091877,Watch,0,-0.209085491523297,50.0,50.0,0.0,40.0,Medium,2,Multiple Signals,Access constraints,Low achievement,Low activity completion,Timely reporting,Risk: Medium | Forecast: Watch | Anomaly: No alert,"Review access, movement and operational constraints affecting delivery. | Review progress against targets and identify implementation bottlenecks. | Review delayed or incomplete activities and implementation constraints.",Monitor and review,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
305,ES-006106,2026-02-01,Nutrition Support Programme,Nutrition,Borno,Gwoza,Gwoza Site 5,0.6782,Medium,0.0022725971205997,True,0.6755277882526104,Watch,0,-0.1545857491958338,50.0,50.0,0.0,40.0,Medium,2,Multiple Signals,Reporting delay,Low achievement,Supply delay,Strong activity completion,Risk: Medium | Forecast: Watch | Anomaly: No alert,"Validate reporting timeliness and follow up on delayed field submissions. | Review progress against targets and identify implementation bottlenecks. | Review procurement, logistics and supply-chain bottlenecks.",Monitor and review,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
306,ES-007259,2026-03-01,WASH Resilience Initiative,WASH,Borno,Ngala,Ngala Site 5,0.657,Medium,0.0022695571753365,True,0.6757471830744609,Watch,0,-0.2202675272841796,50.0,50.0,0.0,40.0,Medium,2,Multiple Signals,Low achievement,Low activity completion,Low staff availability,Lower access constraints,Risk: Medium | Forecast: Watch | Anomaly: No alert,"Review progress against targets and identify implementation bottlenecks. | Review delayed or incomplete activities and implementation constraints. | Review staffing coverage, absences and field deployment capacity.",Monitor and review,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
307,ES-006300,2026-04-01,WASH Resilience Initiative,WASH,Borno,Maiduguri,Maiduguri Site 5,0.6936,Medium,0.0022575160891417,True,0.6840775835663948,Watch,0,-0.1683450266769243,50.0,50.0,0.0,40.0,Medium,2,Multiple Signals,Access constraints,Low achievement,Elevated complaints,Strong activity completion,Risk: Medium | Forecast: Watch | Anomaly: No alert,"Review access, movement and operational constraints affecting delivery. | Review progress against targets and identify implementation bottlenecks. | Review feedback and complaint records for recurring operational issues.",Monitor and review,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
308,ES-004541,2026-05-01,Education Access Project,Education,Borno,Gwoza,Gwoza Site 4,0.7253,Medium,0.0021288666061123,True,0.709770469363872,Watch,0,-0.1751123302847386,50.0,50.0,0.0,40.0,Medium,2,Multiple Signals,Supply delay,Reporting delay,Low activity completion,Lower access constraints,Risk: Medium | Forecast: Watch | Anomaly: No alert,"Review procurement, logistics and supply-chain bottlenecks. | Validate reporting timeliness and follow up on delayed field submissions. | Review delayed or incomplete activities and implementation constraints.",Monitor and review,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
309,ES-006236,2026-04-01,WASH Resilience Initiative,WASH,Borno,Maiduguri,Maiduguri Site 3,0.6499,Medium,0.0020931854666054,True,0.676585141054817,Watch,0,-0.1970911294211005,50.0,50.0,0.0,40.0,Medium,2,Multiple Signals,Low achievement,Reporting delay,Access constraints,Limited supply delay,Risk: Medium | Forecast: Watch | Anomaly: No alert,"Review progress against targets and identify implementation bottlenecks. | Validate reporting timeliness and follow up on delayed field submissions. | Review access, movement and operational constraints affecting delivery.",Monitor and review,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
310,ES-007003,2026-03-01,WASH Resilience Initiative,WASH,Borno,Bama,Bama Site 3,0.6545,Medium,0.001983265138942,True,0.6887235606650756,Watch,0,-0.184571966611162,50.0,50.0,0.0,40.0,Medium,2,Multiple Signals,Low achievement,Reporting delay,Supply delay,Strong activity completion,Risk: Medium | Forecast: Watch | Anomaly: No alert,"Review progress against targets and identify implementation bottlenecks. | Validate reporting timeliness and follow up on delayed field submissions. | Review procurement, logistics and supply-chain bottlenecks.",Monitor and review,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
311,ES-001308,2026-04-01,Community Resilience Programme,Protection/Resilience,Borno,Dikwa,Dikwa Site 5,0.7235,Medium,0.0018879229647891,True,0.6981666885687856,Watch,0,-0.1370431764159154,50.0,50.0,0.0,40.0,Medium,2,Multiple Signals,Reporting delay,Low activity completion,Elevated complaints,Limited supply delay,Risk: Medium | Forecast: Watch | Anomaly: No alert,Validate reporting timeliness and follow up on delayed field submissions. | Review delayed or incomplete activities and implementation constraints. | Review feedback and complaint records for recurring operational issues.,Monitor and review,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
312,ES-001982,2026-06-01,Livelihood Recovery Initiative,Livelihoods,Borno,Konduga,Konduga Site 2,0.6866,Medium,0.0017733059102168,True,0.6952801465524973,Watch,0,-0.2021797258439222,50.0,50.0,0.0,40.0,Medium,2,Multiple Signals,Low achievement,Low activity completion,Elevated complaints,Timely reporting,Risk: Medium | Forecast: Watch | Anomaly: No alert,Review progress against targets and identify implementation bottlenecks. | Review delayed or incomplete activities and implementation constraints. | Review feedback and complaint records for recurring operational issues.,Monitor and review,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
313,ES-006619,2026-03-01,WASH Resilience Initiative,WASH,Borno,Konduga,Konduga Site 3,0.6357,Medium,0.0017159119280962,True,0.6790438795703437,Watch,0,-0.1957446417241201,50.0,50.0,0.0,40.0,Medium,2,Multiple Signals,Low achievement,Reporting delay,Low activity completion,Lower access constraints,Risk: Medium | Forecast: Watch | Anomaly: No alert,Review progress against targets and identify implementation bottlenecks. | Validate reporting timeliness and follow up on delayed field submissions. | Review delayed or incomplete activities and implementation constraints.,Monitor and review,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
314,ES-005598,2026-06-01,Nutrition Support Programme,Nutrition,Borno,Ngala,Ngala Site 1,0.7799,Medium,0.0017088653932901,True,0.7470805105914281,Watch,0,-0.1056149925966443,50.0,50.0,0.0,40.0,Medium,2,Multiple Signals,Supply delay,Low activity completion,Reporting delay,Strong achievement,Risk: Medium | Forecast: Watch | Anomaly: No alert,"Review procurement, logistics and supply-chain bottlenecks. | Review delayed or incomplete activities and implementation constraints. | Validate reporting timeliness and follow up on delayed field submissions.",Monitor and review,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
315,ES-004379,2026-03-01,Education Access Project,Education,Borno,Dikwa,Dikwa Site 5,0.7066,Medium,0.0016410972352058,True,0.6927978988635469,Watch,0,-0.2049170057773005,50.0,50.0,0.0,40.0,Medium,2,Multiple Signals,Reporting delay,Low activity completion,Low achievement,Limited supply delay,Risk: Medium | Forecast: Watch | Anomaly: No alert,Validate reporting timeliness and follow up on delayed field submissions. | Review delayed or incomplete activities and implementation constraints. | Review progress against targets and identify implementation bottlenecks.,Monitor and review,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
316,ES-005114,2026-02-01,Nutrition Support Programme,Nutrition,Borno,Konduga,Konduga Site 4,0.7184,Medium,0.0016178218099553,True,0.7051489585522981,Watch,0,-0.0763035523665447,50.0,50.0,0.0,40.0,Medium,2,Multiple Signals,Supply delay,Access constraints,Low activity completion,Lower complaints,Risk: Medium | Forecast: Watch | Anomaly: No alert,"Review procurement, logistics and supply-chain bottlenecks. | Review access, movement and operational constraints affecting delivery. | Review delayed or incomplete activities and implementation constraints.",Monitor and review,Held-out forecast available,Recommended for human review; the model does not make operational decisions.
