record_id,reporting_date,programme_name,sector,state,lga,community,monthly_target,monthly_achievement,achievement_rate,activity_completion_rate,budget_utilisation_rate,reporting_delay_days,complaints_count,staff_availability_rate,supply_delay_days,previous_month_achievement_rate,access_constraint_score,data_quality_score,anomaly_flag,risk_label,recommended_action
ES-000161,2024-01-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 6,568,516,0.9089,0.844,0.8584,1,2,0.8849,1,0.834,0.4081,0.8872,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000162,2024-02-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 6,632,468,0.7409,0.84,0.814,2,5,0.8515,3,0.9089,0.3304,0.918,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000163,2024-03-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 6,678,514,0.758,0.8109,0.7835,6,4,0.8827,1,0.7409,0.3058,0.9869,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000164,2024-04-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 6,646,530,0.8209,0.7891,0.7834,5,0,0.9162,2,0.758,0.2577,0.8766,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000165,2024-05-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 6,638,475,0.745,0.8183,0.8077,12,1,0.9117,5,0.8209,0.304,0.9023,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000166,2024-06-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 6,640,519,0.811,0.861,0.7232,1,6,0.9061,8,0.745,0.2971,0.8748,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000167,2024-07-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 6,689,564,0.8186,0.8281,0.8407,3,2,0.9502,3,0.811,0.296,0.9366,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000168,2024-08-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 6,644,483,0.7499,0.6444,0.9183,4,3,0.9437,8,0.8186,0.2694,0.7657,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-000169,2024-09-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 6,679,493,0.7267,0.7522,0.9128,3,4,0.9235,3,0.7499,0.2198,0.9396,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000170,2024-10-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 6,638,468,0.734,0.683,0.8254,4,1,0.8997,10,0.7267,0.1511,0.9021,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000171,2024-11-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 6,587,452,0.7704,0.7419,0.6773,1,4,0.9083,3,0.734,0.1955,0.8979,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000172,2024-12-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 6,640,436,0.6816,0.7316,0.8021,3,7,0.8268,6,0.7704,0.2279,0.9781,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-000173,2025-01-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 6,663,472,0.7123,0.722,0.7807,8,4,0.872,4,0.6816,0.2326,0.8617,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-000174,2025-02-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 6,635,480,0.7567,0.803,0.8785,1,2,0.9034,4,0.7123,0.1859,0.891,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000175,2025-03-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 6,644,604,0.9373,0.8071,0.8068,5,1,0.8697,2,0.7567,0.2623,0.8779,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000176,2025-04-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 6,568,466,0.8198,0.7215,0.857,6,2,0.8738,3,0.9373,0.2809,0.8309,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000177,2025-05-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 6,634,505,0.7964,0.8259,0.8448,4,3,0.889,5,0.8198,0.3878,0.8866,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000178,2025-06-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 6,584,390,0.6676,0.7396,0.6874,3,5,0.8147,2,0.7964,0.3625,0.9139,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-000179,2025-07-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 6,744,491,0.6599,0.6841,0.753,7,3,0.8112,6,0.6676,0.3789,0.8845,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-000180,2025-08-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 6,630,433,0.688,0.719,0.8059,5,3,0.8391,6,0.6599,0.4389,0.864,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-000181,2025-09-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 6,618,425,0.6884,0.7755,0.8242,12,1,0.8356,5,0.688,0.5202,0.9358,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-000182,2025-10-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 6,705,516,0.7314,0.8558,0.8911,5,2,0.8399,3,0.6884,0.4711,0.9875,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000183,2025-11-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 6,496,325,0.6548,0.7692,0.6997,8,3,0.8504,5,0.7314,0.3297,0.9425,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-000184,2025-12-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 6,590,414,0.7022,0.7044,0.8682,1,2,0.8652,2,0.6548,0.2887,0.9107,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000185,2026-01-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 6,502,345,0.687,0.6572,0.6886,5,3,0.8706,2,0.7022,0.2691,0.8833,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-000186,2026-02-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 6,691,478,0.692,0.7782,0.9184,8,3,0.8612,5,0.687,0.3253,0.9047,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-000187,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 6,603,427,0.7076,0.7873,0.7884,6,5,0.8551,13,0.692,0.296,0.8567,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-000188,2026-04-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 6,680,480,0.7058,0.6937,0.7559,4,1,0.8791,11,0.7076,0.2413,0.8673,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-000189,2026-05-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 6,636,431,0.6774,0.7203,0.9295,6,2,0.838,6,0.7058,0.2448,0.9015,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-000190,2026-06-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 6,600,368,0.6131,0.686,0.8464,4,9,0.8514,2,0.6774,0.2026,0.8633,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-000191,2026-07-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 6,664,448,0.6744,0.5725,0.7446,15,4,0.9199,3,0.6131,0.2757,0.9022,0,High,Recommended for human review: investigate reporting bottlenecks and validate the latest field data.
ES-000192,2026-08-01,Community Resilience Programme,Protection/Resilience,Borno,Maiduguri,Maiduguri Site 6,682,401,0.5877,0.6892,0.8198,2,3,0.8808,6,0.6744,0.3531,0.9341,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-000961,2024-01-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 1,812,732,0.9019,0.8484,0.9182,4,0,0.9135,3,0.8868,0.2887,0.8776,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000962,2024-02-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 1,810,699,0.8634,0.8197,0.8452,7,1,0.9185,1,0.9019,0.3815,0.9606,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000963,2024-03-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 1,879,791,0.8995,0.8496,0.8032,5,8,0.9076,5,0.8634,0.257,0.8902,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000964,2024-04-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 1,876,848,0.9676,0.8103,0.7975,3,4,0.9368,4,0.8995,0.193,0.8802,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000965,2024-05-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 1,919,869,0.9457,0.8173,0.6541,7,3,0.9289,3,0.9676,0.2222,0.9235,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000966,2024-06-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 1,913,832,0.9111,0.7198,0.798,5,0,0.9307,2,0.9457,0.3256,0.8811,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000967,2024-07-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 1,898,831,0.9257,0.771,0.8461,1,4,0.9279,7,0.9111,0.2991,0.9122,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000968,2024-08-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 1,910,794,0.872,0.8034,0.6667,3,2,0.9234,6,0.9257,0.2758,0.927,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000969,2024-09-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 1,1005,874,0.8696,0.7944,1.0048,17,3,0.9236,2,0.872,0.2584,0.938,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000970,2024-10-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 1,901,793,0.8801,0.8256,0.8041,2,2,0.9283,4,0.8696,0.3564,0.9039,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000971,2024-11-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 1,819,715,0.8735,0.8786,0.809,4,2,0.8862,5,0.8801,0.2706,0.9056,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000972,2024-12-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 1,931,744,0.7994,0.7993,0.7791,5,2,0.9342,6,0.8735,0.2611,0.9624,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000973,2025-01-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 1,876,735,0.8386,0.773,0.7647,9,1,0.9272,5,0.7994,0.3594,0.9597,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000974,2025-02-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 1,921,827,0.8984,0.8091,0.8794,5,5,0.9107,6,0.8386,0.2901,0.7931,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000975,2025-03-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 1,886,734,0.828,0.7314,0.803,5,4,0.9365,3,0.8984,0.2424,0.9131,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000976,2025-04-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 1,858,822,0.9585,0.8413,1.0064,7,5,0.9357,2,0.828,0.3514,0.8243,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000977,2025-05-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 1,861,806,0.9363,0.8332,0.6989,9,5,0.9669,3,0.9585,0.3255,0.9394,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000978,2025-06-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 1,813,673,0.8284,0.8291,0.9478,5,3,0.9316,5,0.9363,0.3276,0.8232,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000979,2025-07-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 1,986,743,0.7532,0.7047,0.6515,3,3,0.9269,2,0.8284,0.3417,0.8596,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000980,2025-08-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 1,1016,819,0.8057,0.6737,1.0624,11,3,0.9401,5,0.7532,0.3588,0.897,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-000981,2025-09-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 1,871,778,0.8933,0.7611,0.6715,8,2,0.9258,5,0.8057,0.3089,0.9242,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000982,2025-10-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 1,840,620,0.7376,0.7551,0.8229,36,3,0.8711,7,0.8933,0.2352,0.9068,1,High,Recommended for human review: investigate reporting bottlenecks and validate the latest field data.
ES-000983,2025-11-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 1,969,753,0.7771,0.7556,0.8773,4,6,0.8585,3,0.7376,0.245,0.8902,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000984,2025-12-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 1,944,671,0.711,0.5856,0.9397,9,2,0.9031,1,0.7771,0.3458,0.8959,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-000985,2026-01-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 1,822,602,0.7329,0.7103,0.7914,7,2,0.8735,10,0.711,0.3046,0.9341,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-000986,2026-02-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 1,899,776,0.8628,0.7597,0.8604,5,1,0.9128,2,0.7329,0.3468,0.9412,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000987,2026-03-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 1,852,796,0.934,0.7527,0.9511,5,5,0.9532,3,0.8628,0.3655,0.8622,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000988,2026-04-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 1,808,653,0.8077,0.7821,0.9616,3,2,0.8789,5,0.934,0.2939,0.7496,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000989,2026-05-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 1,812,719,0.8857,0.8603,0.9196,2,5,0.8963,2,0.8077,0.2551,1.0,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000990,2026-06-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 1,809,608,0.7517,0.8017,0.79,9,1,0.875,8,0.8857,0.2637,0.8834,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000991,2026-07-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 1,918,713,0.7771,0.7144,0.6001,4,5,0.8816,10,0.7517,0.3134,0.9334,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-000992,2026-08-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 1,863,684,0.793,0.7007,0.9246,9,2,0.8452,6,0.7771,0.2656,1.0,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000993,2024-01-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 2,288,215,0.7464,0.7592,1.0414,10,4,0.9366,11,0.892,0.3811,0.8745,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-000994,2024-02-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 2,293,215,0.7327,0.7463,0.776,2,3,0.9354,10,0.7464,0.3437,0.9682,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000995,2024-03-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 2,275,189,0.6881,0.7523,0.7049,4,3,0.9717,5,0.7327,0.388,0.9086,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-000996,2024-04-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 2,282,204,0.7243,0.6894,0.7699,2,4,0.9022,8,0.6881,0.3751,0.872,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-000997,2024-05-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 2,280,183,0.6541,0.5856,0.9744,7,1,0.9135,9,0.7243,0.3128,0.9485,0,High,Recommended for human review: assess implementation bottlenecks and possible recovery actions.
ES-000998,2024-06-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 2,283,169,0.5975,0.6974,0.9461,45,4,0.8411,8,0.6541,0.3206,0.8818,1,High,Recommended for human review: investigate reporting bottlenecks and validate the latest field data.
ES-000999,2024-07-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 2,293,179,0.6117,0.7498,0.9099,7,6,0.8709,9,0.5975,0.3559,0.8809,0,High,Recommended for human review: examine target underachievement and verify contributing factors.
ES-001000,2024-08-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 2,308,204,0.662,0.8166,0.8621,0,4,0.8628,8,0.6117,0.467,0.8978,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-001001,2024-09-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 2,312,203,0.6497,0.8653,0.8918,0,1,0.8812,5,0.662,0.3464,0.8621,0,Low,Continue routine monitoring; no immediate escalation indicated.
ES-001002,2024-10-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 2,304,185,0.6077,0.8479,0.8368,5,4,0.8782,5,0.6497,0.2965,0.8441,0,Medium,Monitor closely and review contributing indicators during the next programme check-in.
ES-001003,2024-11-01,Community Resilience Programme,Protection/Resilience,Borno,Ngala,Ngala Site 2,272,188,0.6926,0.8741,0.7788,5,0,0.9203,4,0.6077,0.2471,0.9404,0,Low,Continue routine monitoring; no immediate escalation indicated.
